reviews,ratings
"This is what an excellent hotel should be like. Checking-in is easy. The rooms are superb (we had a Spa Room, but we heard that the 'ordinary' rooms are also of a very high standard). There is a good choice of food at breakfast (waiter service if you order hot food) and it is all excellent. We ate in the Aroma cafe a few times and again the service and the food was excellent. We didn't use the spa or the pool, but from what we could see the facilities all looked to be of a very high standard. All of the staff are very professional. The Hotel de France offers a very high standard of service and accommodation, and my wife and I could not fault it on any count. If we ever stay in Jersey again, this is the hotel we will choose. I only have nice things to say about this hotel and…",5
We have stayed in this hotel before and the standard of rooms and service are excellent. Breakfast is great to set you up for the day as there is a wide variety available. In addition there is the Aroma restaurant and bar where there is a good choice of meals available at reasonable prices and the quality and portions are also good. As we do not drive the free courtesy bus into St Helier town is especially useful and runs for or five times a day and you can also arrange to be picked up at certain times.,5
"Arrived after 9pm for a 2 night stay, reception staff very friendly and explained where i could still eat. Bedroom was a Spa room, very comfortable, normal supplies of tea/coffee and biscuits. My room had a balcony with sturdy furniture and in an excellent condition, no plastic here thank goodness. Air conditioning worked, flat screen TV and a shower separated from the bath. Disabled facilities as well which was good to see. Great nights  sleep as the room was very quiet even though there was a big event going on below. Breakfast was help yourself with a great choice and well replenished by chef, Tea and coffee was served by waiting staff who cleared plates quickly and efficiently. Both English and Continental readily available. Soft seating area to read papers that were…",5
"It was our first trip to Jersey, chose this hotel because it offered everything that we were looking for, lovely large room with balcony overlooking St Helier, very clean, with plenty of towels, coffee/tea making bits, etc. The staff were very helpful and friendly, lovely meals, would definitely stay there again, and recommend to friends.",5
Had a great time loved our stay. The hotel the staff the food the location everything about our stay was 100%. Will definitely go again and couldn't recommend it highly enough.  Have stayed in a few hotels both in Jersey and Guernsey This tops them all. Hope you go and enjoy as much as we did.,5
"Stayed 1 Night in Oct 14. was Delighted that it has an Indian Restaurant called ""Saffron""! Room Service may not be available for this Indian Restaurant's delicious dishes .. So please request and if they are not busy, they will make an exception. I had Yellow Dal and Basmati Rice with Fresh Yoghurt. The Dal Was Excellent! Reminded me of Home Food ... The Basmati Rice however should have been Long Grained and should have not been coloured Yellow. however the fresh Yoghurt was delightfully creamy and overall I had a great Room Service Dining Experience! A very nice touch is the under floor heating in the Bathroom and it felt very good to get into it from the carpeted room, to be surprisingly delighted that the tiled floor was not jarringly cold but welcomingly warm! We stayed on…",4
"Yes it's a lovely hotel.  The rooms are rather small and lacking in any colour, the bathroom needed refurbishment.  It was the little things like the housekeeping forgetting to leave bathrobes and slippers, or bathmat one day or enough milk.  Like not telling us about the TV room so my husband didn't get to see the Ryder Cup.  Like not giving good info on where to get the free shuttle back to the hotel from St. Helier.  Also the menus in the room not being the same as in the restaurant, out dated.  The room service menu was also a little boring, we were not well enough to go down for dinner for 2 nights and couldn't find anything on the list that we fancied......the sandwiches for after 10pm not before.  The staff were very welcoming and the spa (pools) were lovely but the Ayush…",4
"Chose hotel partly because of friends recommendation and because it had a spa and pool. Car parking easy, plenty of spaces in various places within grounds. Check In easy, staff very friendly and helpful. Our room was very good, clean, tidy, overlooking garden and town. Bathroom fine with plenty of towels, gels, etc. Orangery Restaurant for breakfast was very nice. Brilliant selection of food available. Hot food was in containers with lids that ensured it did not dry out. Used Aroma Cafe for a meal, quality of food exceeeded our expectations. Did not use Saffrons for meal. Had a drink in the bar, prices not cheap but did not expect it to be. Used the pool, sauna and steam room and they were very good. Celebrating our Ruby Wedding  Anniv. Hotel had put complimentary fruit and…",5
"We checked in and were lucky enough to be given a complimentary upgrade on our room. Room was great, spacious and clean. The bed was very comfy and everything we could have needed was there. Used the spa whilst we were there and thoroughly enjoyed it. Facilities were great! All the staff were very friendly and helpful throughout our stay. I would recommend the afternoon tea, great value.  We would love to go back! ",5
"Excellent hotel, brilliant location. very friendly and helpful staff, nice spa, nice room which was very clean, good food.  Their Saffrons restaurant was one of the best we have been to. we went there on our first night and had the tasting menu, it was simply sublime, so we went back on our last night and chose off the a la carte menu.  Truly another memorable meal.  This chef Rufinder Singh deserves a michelin star, as he is up there with the best.  Excellent.",5
"We had an overnight stay bought for us as a thank you and stayed in the Spa rooms which are excellent. We had a wonderful view over town and could even see the sea. The evening sunset was amazing. Rooms were well maintained being exceptionally clean and has a small in room fridge bar. The Spa facilities are simply the best in the Island. A large pool, hot pool, cold dip and jacuzzi pool. Treatments are upstairs and are fantastic from start to finish. The relaxation rooms allows a lovely finish to the treatment. The cafe serves great food and staff throughout the hotel are excellent. ",5
"Spent one night at Hotel de France as my partner had a business meeting on Monday morning in St Helier.  What an amazing place.  Extremely clean, pleasant and friendly staff and the best Spa I have been to - to me better than Champneys.  I had a treatment which was also better than any I have had before.  This brief visit has left me wanting to go back and spend longer at this hotel and see more of Jersey.",5
"I stay at the Hotel de France usually twice a year and value for money, quality and helpfulness of staff it is one of the finest on the Island .Quite an achievement considering most things on Jersey offer high quality and exacting standards. The rooms are comfortable and the Spa is fantastic. Location is good with St Helier a short walk . Breakfast are excellent offering a substantial selection of choice largely using Jersey produce",5
we had a quids in deal for the afternoon tea and overnight stay and it was lovely. For a small extra charge we got an upgrade to a bigger room and it was beautiful. We had a great view over the town centre.,5
"Fantastic accommodation, terrific food, fab room/amenities and great location - what more could you ask for + the sun shone! The staff were friendly and courteous throughout my 3 day stay and I could not fault the hotel with a comfortable/large bedroom and plentiful sunloungers to laze in the gardens or by the pool whilst attentive waiters provided top notch service. Happy days!",5
"I always stay at the Hotel de France whenever I am in Jersey (several times a year). It's close to the centre of town; it's quiet; it does a good breakfast; it has lots of parking; the hotel pool is fabulous; there is good WIFi in the rooms, which are a good size. The hotel cafe does excellent food for days when I'm too tired to walk into town. It ticks all the boxes!",5
"My partner and I decided to pick up on a deal for an overnight stay with afternoon tea, breakfast and use of the spa facilities. We both live locally but thought we would arrange a well deserved treat, this was the best hotel on the island that we could have picked for our mini break. Although we had not even left our parish, we felt like we were somewhere much further away and so quiet! We found the outside areas a real bonus on other hotels we had stayed at, we could hardly bare to leave the spa facilities and the weather was great so the cafe terrace was a perfect setting for our afternoon tea (with cheeky bottle of prosecco). The staff were really welcoming, effecient and friendly. The food at Cafe Aroma is fantastic, spa facilites - best on the island! No regrets.",5
some of my family  live in jersey so once a year I visit .its the first time that I stayed at the hotel de france  and I will stay there again .its clean and well equipped and has the best pool I have ever seen /used .the staff are friendly without being too ;;in your face;; .I am disabled the only slight problem I had was no walk in shower in my room .but other than that the room was clean and a good size for a single .the weather was in the high 20s when I went so it made the stay even better .breakfast was excellent .I had my  main meal with my daughter so I can't pass comment on the restaurant. the hotel is located on an incline so if you're incapacitated  in any way please bear this in mind .you can get to the main entrance with a car but if you are walking or have a…,5
"The Afternoon tea was excellent, more than we could manage and the surroundings on the terrace were very pleasant. our room was comfortable and the buffet breakfast was also very good. service was efficient and helpful. all in all good value and good service",4
"This is the first time I have had to write a negative review, but I really felt compelled to do so after a very disappointing one night stay at Hotel De France.  It is a beautiful old hotel and the spa was wonderful, but the room we stayed in was really rather awful for a four star hotel, and what's more, we paid extra to upgrade! We stayed in room 218, a spa room in the newer wing... a very clinical soulless place in my opinion.   So the room - It was so incredibly bland with dreadful peach walls, two scruffy armchairs which are totally out of place, and just so underwhelming! I think they describe these rooms as 'contemporary', but that certainly isnt the word I would use.  There were no curtains (!!), I really expected curtains in a four star hotel! But instead there were two…",3
"Overall, we enjoyed our stay at the Hotel de France. We had only a small room, but had a sea view from the 3rd floor. The only real criticism was the heat in the room. We initially though that the windows opened only a little, but then found the secret to unlocking them fully. Despite this, and a fan on in our room all night, we were still warm. Air conditioning would raise this from a 4 star to a five star review.  Breakfast very good (some waiting staff a bit keen though - twice during the week there was an attempt to take away my plate even though I hadn't quite finished and still had a spoon in my hand!). I was OK with the décor although some reviewers don't seem to like it.  Attractive garden and terrace to sit out on and have a drink (or even dinner). Afternoon tea looked…",4
"Good Hotel in good elevated position, good restaurants, very nice leisure centre with swimming pool. Staff very helpful, when taxi did not arrive to take us to airport, they took us there in the hotel mini bus. Ten-minute walk to town via a well laid out Millennium Park. The local bus does stop just outside the hotel, which will take you as far as you want to go on the island for £1.80.",4
"After three stays with bigger groups. My OAP's had been very pleased about the excellent Service! Including excellent breakfast with a  plentiful of choice. May be one of the best breakfst in town... Very nice and fine Spa with a Swimming, whirl pool, Sauna, big pool etc. really properly Held !!! Dinner with French rafinesse & excellent Service! Good wining choice and reasonable Price for a settled 4 Star sup. (Tour guide in F.and GB.)",5
"We stayed here for a midweek stay. The Spa room was one of the best we've stayed in, just lovely. Staff all very helpful and attentive. It's a lovely building although hidden behind the medical centre. Adequate parking if you hire a car. Bit of a walk from St Helier but this didn't bother us. We enjoyed the breakfasts but didn't eat in any of the restaurants so can't comment on those. Spa facilities also very nice.",5
Single person was fine but expect a single bed! Really clean reception. Was going to use the spa for a massage but they were quite expensive. Terrace was great for watching the lightening. I would definitely go back.,5
"Overall the hotel is lovely, and we had a lovely but short honeymoon stay here.  On our first night we turned up with no luggage due to an airline problem, we requested complimentary toothbrush/ toothpaste and were told to purchase from the onsite shop, given that holiday inn would fulfil this request it left us quite surprised. We felt the service by reception staff was hit and miss, some very stand offish and some very helpful.  We loved the spa and had we had longer I would have used it even more.  The breakfast room was very dated and did not meet the levels of décor found throughout the rest of the hotel but the offerings at breakfast were good quality and plentiful.  I would have no hesitation in recommending this hotel to others.",4
"Impressive facade initially hidden by an uninspiring medical centre. It's a little bit of a walk from St Helier town centre and the last hill up to the hotel (about 100 metres from the road to the door) is STEEP. There are steps but if you're unfit or get easily short of breath bear this in mind. There is ample parking and a cycle store which the staff opened promptly for us each day. We had a room on the 4th floor overlooking St Helier. Lovely view. Room is a little decoratively bland but clean, good size with tea/coffee making facilities. Small TV and free wi-fi. Big problem was the heat in the room. Windows were open but still very hot and no air conditioning. We asked for a fan which stayed on for our entire stay and for sheets that we used instead of the duvets (also for…",4
"We recently had our third stay in a row in this hotel. There was never a reason to complain, but this time we were not satisfied at all.   Upon arrival everything went wrong. I booked two single rooms for my mother and me three month in advance. As she got a heart attack a few years ago I asked for two rooms close to each other. That worked well the last two years so we expected no trouble with this request this time.  At the reception we made the encounter with a german receptionist. We met her before and I was aware she is not one of the warm hearted persons. She did not even notice us and we were greeted by one of her colleagues. He made the checkin and turned his head to her asking „upgrade“? She turned her head to him and replied „no upgrade“. We never wanted or expected an…",3
"This is a top class hotel with well-trained staff, extensive and impressive facilities, and a seriously progressive main restaurant featuring fine dining of Indian flavours.  After a ropey first night with a noisy wedding party and a hot room, management dealt efficiently and admirably with my discontent. My thanks to the staff who turned a tricky start into a marvellous stay on the island.  The spa and pool facilities are some of the best I've enjoyed, impeccably clean and well-managed.  Saffron restaurant reviewed separately.   Continental weather throughout the week certainly helped, but Hotel De France was a large part of a holiday week that was memorable.",4
"Purchased deal for afternoon tea and overnight stay. We live in Jersey, so this was the ultimate staycation for our wedding anniversary. Upgraded to spa room with balcony, so spacious, so perfect. Afternoon tea amazing on roasting hot sunny terrace and two courses in their amazing indian haute cuisine restaurant Saffron in the evening absolutely sublime. Professional properly trained attentive staff (a rarity nowadays). Spa facilities amazing. Great to see things from a tourist's perspective. What a high value product. No need to have the hassle of airport etc. Shut yourself away here in Jersey and enjoy what this amazing hotel has to offer. Well done Hotel de France. You are all a credit to Jersey.",5
A nice comfortable hotel with an excellent swimming pool and outside garden area and balcony. Whilst not by the sea the front facing room on the upper floor gave a nice view over St Helier out to the sea. Whilst a fan and cooling unit in the room it would be better with full ventilation. Cream tea a must!. ,4
"This is a lovely hotel with excellent facilities which is let down by their staff.  On arriving the leaving the hotel you are rarely acknowledged and if you ask for something a little unusual in the Aroma Cafe your are viewed as a problem.  You are given the menu which states that there are specials in small writing and these are on black boards in the room but if like us you are chatting you may not have noticed these and they are not pointed out to you.  Breakfast is excellent with a lot of choice but not always well stocked when busy - they appear to be unable to keep up with demand.    Would go again, but the staff need some basis hospitality training.",4
"Superb hotel, one of the best Spas i have ever been in, great sauna & steam rooms, fantastic hot stone massage by Kavita, well worth the money. Great food. Will definately stay again next time i'm in Jersey.",5
"Brilliant staff, excellent food, very clean. Stayed with my children and couldn't be any happier. Hotel is amazing and so grand looking. Pools are well kept and clean. My children loved the hotel and jersey itself.",5
"We were impressed with the whole ambience of the hotel. Staff were  friendly, the breakfasts were superb, our room  was immaculate, car parking was quite adequate whilst we were there, and we cannot fault the entire holiday. Did not utilise the spa facilities so cannot make any comment. They did look a bit pricey though !. Waiter service  in the restaurant and on the terrace was good, friendly and helpful.In short - excellent, and we will visit again.",5
"We have just returned from our second trip to Jersey and our second stay at Hotel de France. This hotel is a fantastic place to stay in St. Helier, with the town centre a 10min walk away. Every staff member from reception to waiter/waitress are so helpful and will go above ad beyond to help if you need it. Pool facilities are 10/10 and rooms are well decorated and spotless. See you all soon Hotel de France. ",5
"We stayed again in spacious and well appointed spa rooms with a great view over St. Helier. All staff, without exception, were friendly and helpful, going out of their way to make us feel welcome. Service was prompt, breakfast had a wide choice and was well prepared. Good choice for evening dining and we also enjoyed relaxing with drinks and snacks on the terrace. Excellent indoor pool area and garden. The hotel is spotless inside and well kept outside.",5
"I truly enjoyed my stay at the Hotel de France.  The spa is amazing, although I have to say that the treatments are a bit on the pricey side.  I had a hot stone massage and was charged £95 for an hour and twenty minutes of treatment.  Great gym and an impressive indoor pool area (there are 3 pools to choose from!) although the main pool is on the small side and isn't suitable to swim in for fitness.  I came to Jersey on business and stayed in a single room which was amply sized for a very short stay.  The only downside though is that there is no AC in the room and it can get quite warm.  The bed is also right next to the radiator, which to me, could be a potential for injury.    Service was amazing, everyone was friendly and eager to help.  However, I have to personally commend…",4
"We bought the overnight stay on a deal we got afternoon tea which was brilliant all home made cakes served by excellent staff,Our evening meal was just has good served in the same place Aroma Restraunt .A good choice of food for breakfast.The room we stayed was clean and spacious.Great Stay",4
Superb location the walk back from the town centre can be a little tiring The size and quality our room was wonderful with a view over St Helier to the port.  The food was amazing and a huge choice. All the staff were very friendly and provided exceptional service all round. Not one complaint.,5
"A good holiday is the sum of its parts - the holiday location itself and the accommodation you stay in.  The island of Jersey and the Hotel de France ticks both boxes.  The hotel itself is going through a period of transition as it has scaled back on the number of rooms, but having stayed there on our family holiday for a number of years now, it has not lost its appeal.  The staff are friendly and welcoming, making you feel special from the moment you check in until check-out at the end of your stay.  The food is excellent, with a great range of options for breakfast to set you up for the day.  The standard of service and the leisure facilities are also first class.  In short, the Hotel de France went a long way to making our holiday as enjoyable as it was and I would recommend…",5
"rooms are clean but very basic. The spa however is fantastic, one of the best designed in a hotel that I have been too, complete with good sized swimming pool. Around 20 minute walk to the centre of St Hellier, rooms at the front have views of the bay.",4
"It's our second visit to this lovely hotel. Last year we stayed in a standard double, which was more than adequate. This year we stayed in a club room and a spa room (we stayed in two different rooms as the hotel was nearly fully booked so they offered to accommodated us in the club room for the same price as the cheaper spa room) Both rooms were spacious and clean and definitely worth paying extra for. Breakfast was always hot and fresh with an excellent choice of both hot and continental food  available. The spa was amazing and never too crowded even though the hotel was fully booked. We ate at Saffron which one of the two restaurant within  the hotel. It might seem pricey but the service and food were both exquisite. We also went to the carvery night, which is on a Sunday…",5
"We enjoyed staying in the hotel. I was there with my wife and daughter of 11, sharing the same room. We had a large executive room on the 2nd floor. The room was very spacious. It even had a small dressing room between the bathroom and the bedroom.  The hotel is very close to town and boasts great Spa facilities.  I wasn't too impressed by the restaurant but the service was excellent.",5
"Good location. Room was clean and acceptable. Breakfast was fantastic. Service and staff very good. Top class swimming pool. Nothing too much trouble. Would definitely stay at Hotel De France again, without doubt.",5
"This hotel is beautiful, perfect location, staff are brilliant spa is beautiful. Couldn't ask for anything more, made my sisters hen weekend incredible!! Would be happy to stay here again when we return to jersey next year!!",5
"Just back from a weekend at the Hotel de France.    An excellent stay - rooms were spacious and clean, the hotel met our request made at the time of booking to allocate nearby rooms for our family group and the breakfast buffet is very good indeed.  The spa and pool is really good - ideal for a relaxing weekend break - and we ate at the hotel's bistro restaurant on the first night which was good quality and reasonable value.   We didn't use the main hotel restaurant - which is Indian fusion-themed.   Hote gardens were a delight and with some great weather over the weekend, relaxing on a sunlounger in the garden was wonderful.  The only slight challenge we had was trying to achieve the right balance of temperature overnight - duvets are about 3,000 tog and so even with aircon…",5
"Great welcome, polite and helpful and attentive staff. The food was excellent. The Indian specialty restaurant was good. Secure car parking on site was a bonus. Within easy walking distance of town. An enjoyable place to stay",5
"Nice hotel in a good location. Friendly staff and a comfortable room, Location is very convenient and the island of Jersey is a lovely place to visit anytime of year. We didn't use the car park as we just hired bikes to get around the island.",4
"Nice hotel, I stayed in a spa room with balcony very nice and very quiet at night. Food good and service efficient. This was a business trip but I'm planning to return with my husband and stay here and contain to explore Jersey.",4
"We read this hotel had been used by the Germans as an officer training centre during the occupation years so it certainly has a lot of history.  It's a very nice building with some interesting architectural features.    It's not exactly conveniently located as it's quite some distance from the town or the beach but as we were there on business, it wasn't too much of an effort for us.  The restaurants are very good and the breakfasts are excellent.    The rooms are comfortable and as it's so far from the roads, it's very quiet at night but despite the anti-seagull nets and wires in the hotel gardens, they still screech you awake early every morning.    The spa, pool and gym areas are very well equipped so there's lots to do indoors if the weather isn't too clever.",4
"The hotel facilities are excellent nod the rooms lovely.  The buffet breakfasts were not nearly hot enough, the cafe restaurant was terrible with over cooked food and terrible presentation. The main restaurant was eastern style cuisine and very expensive. I would not go back there but would go back to Jersey which is a lovely island with very pleasant nod helpful people.",2
"We have stayed at the Hotel de France before and both times we were very pleased.  Yes, there are cheaper places to stay but if you want comfort, quality and a bit of pampering then this is the place for you.  The main plus points for us were: we were treated as important guests and the staff were always ready to help; the food is very good and there's plenty of it! and the overall facilities are excellent.  The rooms are generally well appointed and well serviced.  The breakfast's are brilliant and varied.  Make sure you have an afternoon tea with traditional Jersey cream scones...Mmmm!",5
"My partner and I recently stayed at Hotel de France. I had high expectations being a member of the gym and spa which is part of the hotel. I cannot fault the gym/spa, it is the best in Jersey. However the first room we were offered, room 324 was beside the lift on the third floor. It felt like the lift was actually in the room, very noisy and totally unacceptable for a hotel charging prices like this. The decor is pretty poor and dated. Really not what we expected at all. I asked to be moved. The next room was marginally better. Same decor. If it hadn't been so difficult to book alternative accommodation we would have left. The restaurants and bar are very good. Staff there are helpful and knowledgable about food and drink. However the staff at reception need further training in…",3
"As a spa user all over the world facilities are up there with the best.  Standard Room is great and everyting is thought out to ensure a great stay.  Saffron is definately a must.   Staff are so friendly and accododating and real people.  Cannot wait to go back.   Spoke to people who are staying a month at a time and can see why. .   Specially mention that the hotel does not run a hotel schuttle bus every day but when we thought it was available but was not, they stepped in straight away and amd made our perception a reality  - you cannot fault the reaction of the staff.  Breakfast was top notch.",5
Had a wonderful stay here recently. Very clean and comfortable room with good amenities. Breakfast was delicious with ample choices. Sadly we were unable to try the spa and pool as we were busy all weeken but we plan to revisit for a holiday and intend to book here.,5
"This hotel is excellent, the pool area is fantastic with a pool large enough to seem in, the steam room and sauna is an added bonus  The only thing is for people with mobility the entrance is quite steep  But I would return  I used to live in Jersey and this is the first home I had visited the hotel  Excellent staff  ",5
very friendly staff and well trained in hospitality.  Food cant fault.  This is our second stay and will stay again.  Would highly recommend.  Would like to have been offered a DBB rate but not many hotel seem to offer this in Jersey.,5
"Love this hotel.  The staff are so helpful and friendly. Food is excellent for breakfast, the cafe and the main restaurant. The spa facilities is one of the best in jersey with a good variety in the pool area and a beautiful spa area above. Room are clean, spacious and comfortable.",5
"I cannot honestly fault this hotel in any way. It was one of the most enjoyable breaks we have ever had. The facilities are top class, especially the spa area with a wonderful pool, sauna, steam room, plunge pool, hot tub etc. Same goes for the spa treatments and treatment rooms - best I have ever seen. Cafe Aroma has a good varied menu suitable for everyday eating whilst the Saffron restaurant offers a more upmarket dinning experience, both did not disappoint in the slightest. Lovely lounge bar area with big leather armchairs, beautiful terrace for eating / drinking, great wine list, all reasonably priced. Staff all very helpful and polite. We will definitely be going back.",5
"Stayed here for 3 nights with my partner, checked in early wasn't a problem, asked for a fan for our room wasn't a problem, amazing view from our room, room was very clean, pools were lovely, cafe at the hotel had a good choice for a one off lunch, there was a minibus that picked you up from the hotel and took you into town and would bring you back again at certain times throughout the day, the buffet breakfast was amazing such good choice and quality, overall a lovely place to stay!",5
"This was my first ever trip to Jersey, and the hotel certainly did not disappoint.  It is a good 15-20 minute walk into the main town centre, but it is worth it.  The rooms are immaculate with huge comfortable beds, everything you need and are quiet too so a good nights sleep.  The spa is one of the best I have come across great pool, Jacuzzi, steam room, sauna.  The staff at the hotel are really pleasant and helpful, look forward to a return visit.",5
"Very clean hotel. However, rooms looking a little bit dated.  I have also an issue with thin walls. I spent 2 nights listening to my neighbour snoring. I travel a lot and have never had this issues with any other hotel. It was if the snorers were in my room. Staff in the dining areas a little bit amateurish and I watched them clear away people's breakfast when the person had just gone up to get toast at the buffet. Bit more training would be useful.  Otherwise food good and reasonably priced.  ",3
"Hotel de France is an impressive hotel situated close to central st helier.  The hotel has an impressive facade, sadly the interior of the hotel and rooms appears dated. The room was very large and had a small living room part and then a study??  The staff however are very friendly and welcoming and the food especially in the saffron a restaurant was outstanding.   The free spa facilities with sauna, steam room and pools were brilliant. Would recommend but feel some of it needs updating.",4
"The staff at this hotel were wonderful, cheerful, helpful and welcoming. We had a 'king room' which was massive.  The bed soooo comfortable.  Our fourth floor room was at the rear of the hotel and so the views were not great, but not great worry for us.  The setting/grounds for the hotel are not great, this part of St Helier is not attractive and the buildings around the hotel are a disaster, but get past these and you'll have a great stay.  Breakfast in the Orangery was wonderful, an array of cooked, fruits, cereals...always fresh and attended to by the chef - constant supplies being brought out.  Attentive staff.  In the evening we ate a number of times in the 'Cafe Aroma', with fantastic food.  Mostly well served (although one night they seemed to be disorganised and slow (a…",5
"I'm lying on the comfiest, biggest (seems larger than usual) kingsize bed in the biggest hotel room I can recall staying in uploading this review via the free wifi. The room is modern, bright and tastefully appointed and immaculately clean. The hotel itself appears in very good repair and is clean and tastefully decorated in keeping with its grand historical architecture and immaculate throughout. The staff are very competent, friendly and helpful in the bar, saffrons restaurant (see separate review), the breakfast room and reception. The breakfast is one of the best I have ever had, they have everything from continental cold cuts, smoked salmon and cheese to pastries, cereals, fresh fruit and juices with yoghurt and seeds etc to the full English (including delicious black…",5
"Very happy with my stay here.  The hotel itself is pretty big, with a couple of restaurants (one quite reasonable, one pretty expensive) and a great buffet breakfast, but it's the spa that really makes it.  The seventh best spa in Europe according to one magazine, and I could well believe it.    It enjoys an elevated position over St Helier so is a bit of a hike from the town centre.  There's a courtesy bus but it only runs a few times a day, and whilst it's on a couple of the main bus service's routes as well I was surprised how early some of the buses stop running in Jersey, so be prepared for a walk or for taxis.  They also need a bigger bar for the size of the place.  The one they have is great and I managed to get a seat every time, but there was a lot of moving around of…",4
"My husband and I visited St Helier, Jersey in July 2014. I called Jersey.com and discussed our accommodation needs. I was directed to the Hotel de France and it turned out to be a perfect choice. From the moment we walked through the doors until we left, we were very much treated as VIP's. Well done to all the staff, from the desk personnel to the restaurant staff, to the concierge!! We had an absolutely brilliant week in Jersey, with a great deal of the credit going to you!!! Many, many thanks, and if we happen to visit again, we will certainly have no hesitation to coming back to  the Hotel de France. kind regards, Marian & David Fox",5
"First time we had stayed here, but hopefully not the last.  Where to start?!  First, no issue with parking.  We had travelled in a large hire car and found the parking to be more than adequate, both spaces to park and space to park in.  The staff, whilst always professional, were also always friendly and welcoming.  Our double room on the second floor was very clean and well presented.  The view out over the grounds (extremely well maintained) and St Helier and to the sea was fantastic.  The hotel sits quite hight for Jersey and it is very quiet there at all times.  Breakfast was a pleasant and relaxing experience with lots of choice.  The staff were attentive but not over-bearing.  Wish we had stayed there longer and very much hope to make a return at some point soon :)",5
"This is no ordinary Hotel. From the moment you step through the doors it soon becomes obvious that this is a special Hotel. Our room on the 4th floor has wonderful views of St Helier and the sea. The pool area is just gorgeous and so relaxing. The breakfast is great with a vast choice. For lunch time/ evening, we have eaten a few times at the Aroma restaurant and the food is good. The best thing about this hotel is their staff. All full of smiles and all very helpful. In my opinion this is the best Hotel I have stayed in. I will not hesitate coming back to this a hotel in future.",5
"We have just returned from the hotel de France after spending 3nights there our room was on the 5th floor,very clean good decor,breakfast buffet plenty of choices staff very attentive, polite, @ couldn't do enough for you, we found that any member of staff you met you were always treated with respect, would recommend this hotel ",5
"We stayed in mid August for 6 nights. The approach to the hotel is disappointing and does not give a good impression as you drive through a medical centre and various car parks and think , oh no what have we done ! However once you get to the hotel it is lovely . Rooms are small and a little dated but quite adequate . We had a few minor issues . On arrival I went to the hair salon to book a blow dry but was told in no uncertain terms by a really miserable woman that they were fully booked for the whole of my stay . No attempt was made to help or assist as she thrust the book across the desk at me repeating , fully booked ! fully booked see ! On our second night we ate in the restaurant and signed the receipt as is usual to charge the bill to our room . At around midnight we were…",4
"we were here for 4 nights and was just ok for what we paid the room was not worth it no dressing growns or irons in the room which i think for a 4 star hotel this should be in place we were on the top floor so just a blind on the window no curtains to black out the light the room was very clean so well done to the house keeping sfaff. the breakfast was just ok  the staff  would need to smile and say good morning to the guests and it seemed to be a bother to get us coffee and never was butter on the table, they seem to be looking at the watches all the time and did not make us feel comfortable the food its self was ok as the cooked breakfast was always cold and the eggs was never cooked right we were frightened to ask for the al a cart breakfast which was a shame as we should of…",3
"We stayed here for 5 nights. Would have to agree with all the positive comments on here. The staff were very helpful, the hotel decor is plush and the breakfasts are good.  The two standout features include the Spa/pool area which are an excellent part of the hotel and worth a visit to. The outstanding Saffron restaurant is worth visiting too. We had booked there for our first night and weren't sure what to expect but it was a top class meal, which we thoroughly enjoyed, it was one of those meals you didn't want to end. We also visited the carvery night on the Sunday, and although it was not the same quality as the previous night, it was a good value carvery meal. Cafe aroma was also good for a spot of lunch. Unfortunately the weather was poor so we didn't get a chance to sit…",4
"My wife and I stayed at the hotel for almost a week. During that time we were made welcome by the staff, and enjoyed the pool and spa facilities. The public areas of the hotel are really nice and well looked after, however we found the bedroom a bit disappointing. Whilst it was clean and not shabby, it was dull and a bit dated. The walls were plain magnolia with nothing on them and the furniture a 'traditional' pine bed, dressing table and mirror. Not the largest of rooms either (we had a standard double). Personally I found the bed really uncomfortable as well, but I know this is subjective. However if you're not planning on spending a lot of time in your room, the rest of the hotel was really nice. Breakfast is good, the pool area is very good and prices reasonable for a hotel.",4
Stayed here 14-16 August 2014.  Group of 6 accommodated in 3 rooms (via Expedia who's site only allowed group bookings of same room type but follow up with hotel to change one to a twin without any problem).  Helped by bellhop at check-in (which went very smoothly) and headed to our rooms.  We were on the top floor (502) and 4th floor (402/403).  Rooms a little small and a touch dated but more than sufficient for the small amount of time we were staying  (I think there's an updated part of the hotel with more modern rooms?)  Only slight criticism was size of the TV in the room (tiny!) but watched very little.  They have all UK and main French channels and some German/Italian in case you're interested!  Only ate breakfast at the hotel so cannot comment on the restaurants. …,5
"I would recommend this hotel to anyone. The staff and facilities were top notch and in a great location. Walking distance to Center, the walk is a nice one with a historical church and other historical buildings. Within the hotel there is a nice spa and pool which was not usually busy and a few good restaurants in the hotel. Would stay there again in a heart beat ",5
"I have stayed in this hotel several years ago whilst on business in Jersey.  At that time the Standard Double was a modern freshly decorated room with aircon. We stayed as a family in July 2014, and on arrival as requested we were allocated a family room but we found that this room was very dated, had no aircon and they had not placed the extra child bed in the room for us.  We asked to change rooms but they were fully booked. The staff were extremely helpful though and promptly addressed the missing bed and shortly afterwards a portable aircon unit was brought up, which after several hours of running managed to reduce the room temperature to a manageable level.  The weather on the island was fabulous during our stay resulting in high temperatures everyday.  The spa facilities…",3
